cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,telephone_number,provider_ssa_county_code,countyparish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_4a14,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_casemix_index,nursing_casemix_index_ratio,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,casemix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_23_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_23_number_of_complaint_health_deficiencies,rating_cycle_23_health_deficiency_score,rating_cycle_23_number_of_health_revisits,rating_cycle_23_health_revisit_score,rating_cycle_23_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
345208,Sapphire Ridge Health and Rehabilitation,115 N Country Club Road,Brevard,NC,28712,8288842031,870,Transylvania,N,For profit - Limited Liability company,147,103.2,,Medicare and Medicaid,N,BREVARD NC OPCO LLC,1981-07-17,ASCENT HEALTHCARE MANAGEMENT,799,6,2.3,2.7,2.0,2.0,N,,N,N,N,Resident,Yes,1,,2,,1,,3,,1,,3,,,,2.32387,0.61713,0.48955,1.10668,3.43055,3.15398,0.43480,0.01567,52.7,,66.7,,1,,1.17808,0.84651,1.97402,0.72826,0.57505,3.27733,2.90743,2.72606,0.72394,0.57428,4.02428,3.69985,2025-03-07,12,12,3,68,1,0,68,2023-11-17,13,13,13,76,1,0,76,70.000,,1,22568.00,0,1,"115 N Country Club Road,Brevard,NC,28712",35.2242,-82.738,,2026-04-01
345209,Brookridge Retirement Community,1199 Hayes Forest Drive,Winston-Salem,NC,27106,3367591044,330,Forsyth,Y,Non profit - Corporation,77,66.6,,Medicare and Medicaid,N,BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,1981-06-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,4,,,,2.83031,1.11905,0.67360,1.79265,4.62296,4.31203,0.54273,0.04782,58.5,,61.5,,0,,1.31790,0.94698,2.20831,0.81470,0.64330,3.66630,3.25250,2.96791,1.17346,0.70634,4.84771,4.52168,2025-08-01,1,1,0,4,1,0,4,2024-05-09,2,2,0,32,1,0,32,11.000,,0,0.00,0,0,"1199 Hayes Forest Drive,Winston-Salem,NC,27106",36.1439,-80.286,,2026-04-01
345210,Elizabethtown Healthcare & Rehab Center,208 Mercer Mill Road,Elizabethtown,NC,28337,9108628181,080,Bladen,N,For profit - Corporation,94,84.6,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1981-10-01,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,3,,3,,,,2.45839,0.44423,0.61058,1.05481,3.51320,3.17882,0.31009,0.02996,52.5,,30.0,,0,,1.45099,1.04262,2.43132,0.89697,0.70827,4.03656,3.58097,2.34145,0.42310,0.58154,3.34609,3.02761,2025-09-16,4,4,0,32,1,0,32,2024-09-26,2,2,2,4,0,0,4,25.000,,1,8788.00,0,1,"208 Mercer Mill Road,Elizabethtown,NC,28337",34.6222,-78.606,,2026-04-01
345211,Riverpoint Crest Nursing and Rehabilitation Center,2600 Old Cherry Point Road,New Bern,NC,28563,2526374730,240,Craven,N,For profit - Corporation,105,92.5,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1981-10-01,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,3,,3,,3,,5,,1,,4,,,,1.98153,0.82295,0.49582,1.31877,3.30030,2.90798,0.33278,0.05161,13.8,,11.1,,0,,1.27184,0.91389,2.13113,0.78623,0.62082,3.53817,3.13883,2.15311,0.89422,0.53875,3.58608,3.15979,2025-09-18,9,9,2,36,1,0,36,2024-09-26,6,5,1,28,1,0,28,34.000,,0,0.00,0,0,"2600 Old Cherry Point Road,New Bern,NC,28563",35.065,-77.016,,2026-04-01
345212,Bethesda Health Care Facility,3532 Dunn Road,Eastover,NC,28301,9103233223,250,Cumberland,Y,For profit - Corporation,85,83.4,,Medicare and Medicaid,N,JACTOM INC,1981-10-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,2,,2,,3,,3,,,,2.28644,0.58041,0.37959,0.96001,3.24645,2.98329,0.27812,0.00366,38.2,,28.6,,0,,1.35193,0.97143,2.26533,0.83574,0.65991,3.76097,3.33649,2.33726,0.59331,0.38803,3.31860,3.04958,2026-02-12,3,3,0,12,1,0,12,2024-11-01,1,1,0,4,1,0,4,10.000,,0,0.00,0,0,"3532 Dunn Road,Eastover,NC,28301",35.0639,-78.832,,2026-04-01
345213,Lillington Health and Rehabilitation Center,1995 East Cornelius Harnett Boulevard,Lillington,NC,27546,9109835141,420,Harnett,N,For profit - Corporation,129,126.5,,Medicare and Medicaid,N,Legal Business Name Not Available,1981-10-01,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,4,,5,,1,,1,,,,2.68848,0.71934,0.33219,1.05153,3.74001,3.12991,0.14244,0.12076,59.1,,46.2,,0,,1.66788,1.19846,2.79474,1.03105,0.81413,4.63992,4.11623,2.22763,0.59603,0.27524,3.09890,2.59338,2025-05-23,19,15,14,128,1,0,128,2024-04-26,13,7,9,124,1,0,124,127.000,,1,14945.00,0,1,"1995 East Cornelius Harnett Boulevard,Lillington,NC,27546",35.4083,-78.77,,2026-04-01
345215,River Trace Nursing and Rehabilitation Center,250 Lovers Lane,Washington,NC,27889,2529751636,060,Beaufort,N,For profit - Corporation,140,113.3,,Medicare and Medicaid,N,"TAR RIVER LTC GROUP, LLC",1981-10-01,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,2,,1,25,25,6,,,,,,,,,66.7,,72.2,,2,,,,,,,,,,,,,,2025-08-22,12,11,4,168,1,0,168,2024-07-26,8,4,4,60,1,0,60,141.000,,2,32991.00,0,2,"250 Lovers Lane,Washington,NC,27889",35.5496,-77.039,22,2026-04-01
345216,Westfield Rehabilitation and Health Center,3100 Tramway Road,Sanford,NC,27330,9197755404,520,Lee,N,For profit - Corporation,83,78.2,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1981-11-01,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,3,,2,,,,2.13257,0.87566,0.40594,1.28160,3.41417,3.21266,0.22897,0.06159,42.3,,37.5,,0,,1.36171,0.97846,2.28172,0.84178,0.66469,3.78819,3.36063,2.16430,0.88869,0.41198,3.46497,3.26046,2025-08-21,1,1,0,20,0,0,20,2024-08-23,2,2,2,8,1,0,8,17.000,,1,8278.00,0,1,"3100 Tramway Road,Sanford,NC,27330",35.4376,-79.189,,2026-04-01
345217,Premier Nursing and Rehabilitation Center,225 White Street,Jacksonville,NC,28546,9103537222,660,Onslow,Y,For profit - Limited Liability company,239,133.0,,Medicare and Medicaid,N,"REDWOOD LTC GROUP, LLC",1981-11-25,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,2,,3,,,,2.00134,0.68197,0.51475,1.19672,3.19805,2.74238,0.22727,0.06441,44.5,,23.1,,0,,1.26611,0.90977,2.12152,0.78268,0.61802,3.52223,3.12469,2.18448,0.74438,0.56185,3.49071,2.99334,2025-04-24,7,7,0,28,1,0,28,2024-03-27,11,11,6,60,1,0,60,36.000,,1,51984.00,0,1,"225 White Street,Jacksonville,NC,28546",34.7602,-77.388,,2026-04-01
345218,Mary Gran Nursing Center,120 Southwood Drive,Clinton,NC,28329,9105927981,810,Sampson,N,For profit - Corporation,212,101.3,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1981-10-01,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,Y,N,N,Resident,Yes,1,,1,,2,,2,,3,,2,,,,2.13681,0.90689,0.35868,1.26557,3.40238,3.07856,0.22606,0.02061,43.4,,28.6,,0,,1.43857,1.03369,2.41051,0.88930,0.70220,4.00201,3.55032,2.05274,0.87121,0.34457,3.26851,2.95744,2025-08-14,8,8,1,286,1,0,286,2024-08-12,3,2,2,32,1,0,32,222.500,,1,68172.00,0,1,"120 Southwood Drive,Clinton,NC,28329",34.9815,-78.308,,2026-04-01
345219,Magnolia Lane Nursing and Rehabilitation Center,107 Magnolia Drive,Morganton,NC,28655,8284378760,110,Burke,Y,For profit - Limited Liability company,121,66.9,,Medicare and Medicaid,N,"GRANITE FALLS LTC, LLC",1981-10-01,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,,,2.35554,0.53802,0.69571,1.23372,3.58926,3.12620,0.33028,0.07641,48.3,,33.3,,1,,1.42309,1.02256,2.38456,0.87972,0.69464,3.95893,3.51210,2.28748,0.52248,0.67561,3.48557,3.03588,2025-12-19,11,10,2,56,1,0,56,2024-09-25,11,11,3,40,1,0,40,52.000,,1,7901.00,0,1,"107 Magnolia Drive,Morganton,NC,28655",35.7247,-81.693,,2026-04-01
345221,The Greens at Weaverville,78 Weaver Boulevard,Weaverville,NC,28787,8286454297,100,Buncombe,Y,For profit - Limited Liability company,122,99.4,,Medicare and Medicaid,N,GREENS AT WEAVERVILLE LLC,1982-02-12,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Both,Yes,4,,4,,3,,4,,2,,3,,,,1.94625,0.77732,0.99440,1.77172,3.71797,3.34923,0.64821,0.09491,71.9,,69.7,,0,,1.26251,0.90718,2.11549,0.78046,0.61626,3.51221,3.11580,2.13042,0.85087,1.08850,4.06979,3.66615,2025-07-31,2,2,0,12,1,0,12,2024-06-12,9,3,7,48,1,0,48,21.000,,0,0.00,0,0,"78 Weaver Boulevard,Weaverville,NC,28787",35.7038,-82.567,,2026-04-01
345222,Autumn Care of Drexel,307 Oakland Avenue,Morganton,NC,28655,8284336180,110,Burke,Y,For profit - Corporation,100,91.7,,Medicare and Medicaid,N,AUTUMN CORPORATION,1982-07-21,SABER HEALTHCARE GROUP,461,126,3.0,2.7,2.3,4.0,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,4,,3,,,,2.22693,0.93704,0.53961,1.47665,3.70358,3.48260,0.26561,0.00030,57.3,,45.5,,0,,1.31399,0.94417,2.20176,0.81228,0.64139,3.65543,3.24285,2.34215,0.98552,0.56753,3.89520,3.66278,2025-04-24,5,5,2,52,1,0,52,2024-02-14,9,8,3,60,1,0,60,54.000,,2,27872.00,0,2,"307 Oakland Avenue,Morganton,NC,28655",35.7592,-81.601,,2026-04-01
345223,Valley Hill Health & Rehab Center,1510 Hebron Road,Hendersonville,NC,28739,8286938461,440,Henderson,Y,For profit - Corporation,150,82.7,,Medicare and Medicaid,N,"VALLEY HILL HEALTH & REHAB CENTER, LLC",1982-06-16,SABER HEALTHCARE GROUP,461,126,3.0,2.7,2.3,4.0,N,,N,N,N,Resident,Yes,2,,2,,3,,5,,1,,2,,,,2.19174,0.69493,0.47391,1.16884,3.36058,3.01361,0.29601,0.00556,56.3,,72.7,,3,,1.22402,0.87952,2.05099,0.75666,0.59747,3.40513,3.02081,2.47458,0.78461,0.53506,3.79425,3.40251,2025-06-27,6,6,2,28,1,0,28,2024-04-10,10,8,9,200,1,0,200,71.000,,3,58949.00,0,3,"1510 Hebron Road,Hendersonville,NC,28739",35.3068,-82.476,,2026-04-01
345225,Signature Healthcare of Chapel Hill,1602 E Franklin Street,Chapel Hill,NC,27514,9199671418,670,Orange,Y,For profit - Corporation,108,98.2,,Medicare and Medicaid,N,"LP CHAPEL HILL, LLC",1982-08-31,SIGNATURE HEALTHCARE,474,71,3.1,2.9,2.6,3.9,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,3,,3,,,,1.98829,0.52497,0.89807,1.42304,3.41133,2.87451,0.58752,0.12944,56.4,,29.4,,1,,1.28860,0.92593,2.15922,0.79659,0.62900,3.58480,3.18020,2.13236,0.56301,0.96315,3.65851,3.08279,2025-06-19,4,4,2,16,0,0,16,2024-04-11,12,7,7,56,1,0,56,26.000,,0,0.00,0,0,"1602 E Franklin Street,Chapel Hill,NC,27514",35.933,-79.031,,2026-04-01
345226,Peak Resources-Outer Banks,430  West Health Center Drive,Nags Head,NC,27959,2524413116,270,Dare,N,For profit - Corporation,126,95.4,,Medicare and Medicaid,N,PEAK RESOURCES OUTER BANKS INC,1982-10-19,"PEAK RESOURCES, INC.",397,9,3.4,3.6,2.4,3.0,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,2,,2,,,,1.76346,0.73472,0.48722,1.22195,2.98541,2.72944,0.29416,0.07473,59.5,,30.8,,0,,1.28065,0.92022,2.14589,0.79167,0.62512,3.56268,3.16057,1.90298,0.79285,0.52577,3.22161,2.94538,2025-03-27,4,4,1,28,1,0,28,2024-01-25,3,2,1,4,0,0,4,22.000,,0,0.00,0,0,"430  West Health Center Drive,Nags Head,NC,27959",35.9776,-75.648,,2026-04-01
345227,Cypress Valley Center for Nursing and Rehabilitati,543 Maple Avenue,REIDSVILLE,NC,27320,3363421382,780,Rockingham,Y,For profit - Corporation,110,102.6,,Medicare and Medicaid,N,Legal Business Name Not Available,1982-10-15,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Both,Yes,1,,2,,2,,3,,1,,1,,,,2.01604,0.82481,0.23874,1.06355,3.07959,2.81311,0.13945,0.01471,55.7,,44.4,,0,,1.42435,1.02347,2.38668,0.88050,0.69526,3.96244,3.51522,1.95606,0.80027,0.23164,2.98797,2.72942,2025-06-05,6,6,1,52,1,0,52,2024-06-20,18,8,12,160,1,0,160,79.000,0,5,32911.00,1,6,"543 Maple Avenue,REIDSVILLE,NC,27320",36.352,-79.669,,2026-04-01
345228,Ridgewood Living & Rehabilitation Center,1624 Highland Drive,Washington,NC,27889,2529469570,060,Beaufort,N,For profit - Corporation,128,113.1,,Medicare and Medicaid,N,RIDGEWOOD HEALTHCARE LLC,1982-11-23,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,5,,3,,,,2.15694,0.88022,0.40354,1.28377,3.44071,3.20548,0.28949,0.04639,40.0,,30.8,,0,,1.29847,0.93302,2.17575,0.80269,0.63382,3.61226,3.20456,2.29565,0.93683,0.42949,3.66197,3.41161,2025-09-05,11,11,1,64,1,0,64,2024-06-12,12,10,6,60,1,0,60,63.000,,1,10868.00,0,1,"1624 Highland Drive,Washington,NC,27889",35.5547,-77.024,,2026-04-01
345229,Peak Resources- Shelby,726 South Battleground Ave,GROVER,NC,28073,7044825396,220,Cleveland,N,For profit - Corporation,100,85.2,,Medicare and Medicaid,N,CENTURY CARE OF SHELBY,1982-10-06,"PEAK RESOURCES, INC.",397,9,3.4,3.6,2.4,3.0,N,,N,N,N,Resident,Yes,2,,3,,2,,2,,1,,1,,,,2.03073,0.60843,0.33913,0.94756,2.97829,2.64266,0.27220,0.02531,41.5,,75.0,,0,,1.35910,0.97658,2.27734,0.84017,0.66341,3.78091,3.35417,2.06491,0.61867,0.34484,3.02842,2.68715,2026-02-11,7,7,3,28,0,0,28,2024-11-21,2,2,0,16,1,0,16,25.000,,0,0.00,0,0,"726 South Battleground Ave,GROVER,NC,28073",35.18,-81.423,,2026-04-01
345232,The Greens at Hickory,3031 Tate Boulevard SE,Hickory,NC,28602,8283223343,170,Catawba,Y,For profit - Limited Liability company,150,118.2,,Medicare and Medicaid,N,GREENS AT HICKORY LLC,1982-12-01,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,3,,3,,,,2.11685,0.95257,0.41557,1.36815,3.48500,3.12713,0.33562,0.01806,47.5,,33.3,,3,,1.27508,0.91621,2.13655,0.78823,0.62240,3.54718,3.14682,2.29432,1.03243,0.45041,3.77716,3.38929,2026-01-28,11,11,6,48,1,0,48,2024-11-15,10,6,4,52,1,0,52,49.000,,0,0.00,0,0,"3031 Tate Boulevard SE,Hickory,NC,28602",35.728,-81.3,,2026-04-01
345233,Deer Park Health and Rehabilitation,306 Deer Park Road,Nebo,NC,28761,8286523032,550,Mc Dowell,N,For profit - Limited Liability company,140,119.5,,Medicare and Medicaid,N,DEER PARK HEALTH AND REHABILITATION SNF LLC,1983-03-03,BRIGHTON HEALTHCARE,848,7,1.1,1.3,1.9,2.1,N,SFF Candidate,Y,N,N,Resident,Yes,1,,1,,1,,1,,1,,3,,,,2.31994,0.35850,0.82014,1.17863,3.49857,3.14958,0.63104,0.03535,78.5,,66.7,,0,,1.32556,0.95249,2.22115,0.81944,0.64704,3.68762,3.27142,2.41866,0.37375,0.85504,3.64745,3.28362,2025-06-24,20,17,11,454,2,227,681,2024-04-25,16,14,14,215,1,0,215,564.500,,5,273467.00,0,5,"306 Deer Park Road,Nebo,NC,28761",35.6522,-81.886,,2026-04-01
345234,Harborview Lumberton,1555 Willis Avenue,Lumberton,NC,28358,9107396048,770,Robeson,N,For profit - Limited Liability company,122,109.5,,Medicare and Medicaid,N,"HARBORVIEW LUMBERTON, LLC",1983-02-22,HARBORVIEW HEALTH SYSTEMS,246,21,1.9,2.1,2.3,2.3,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,3,,3,,,,2.33112,0.80960,0.42181,1.23141,3.56252,3.12584,0.44362,0.02274,43.4,,12.5,,0,,1.27643,0.91718,2.13882,0.78906,0.62306,3.55094,3.15016,2.52387,0.87654,0.45669,3.85709,3.38430,2025-04-10,10,10,6,56,1,0,56,2024-01-25,8,8,2,44,1,0,44,53.000,,0,0.00,0,0,"1555 Willis Avenue,Lumberton,NC,28358",34.629,-78.992,,2026-04-01
345235,Twin Lakes Community,3802 Wade Coble Drive,Burlington,NC,27215,3365381400,000,Alamance,Y,Non profit - Corporation,104,97.5,,Medicare and Medicaid,N,"LUTHERAN RETIREMENT MINISTRIES OF ALAMANCE COUNTY, NORTH CAROLINA",1983-10-04,,,,,,,,Y,,N,N,N,Resident,Yes,5,,4,,3,,3,,4,,5,,,,3.58859,1.00312,0.71149,1.71462,5.30321,4.53963,0.42984,0.04526,39.3,,27.8,,0,,1.18131,0.84884,1.97944,0.73026,0.57663,3.28633,2.91541,4.19816,1.17351,0.83235,6.20402,5.31074,2025-01-09,0,0,0,0,0,0,0,2023-09-15,4,0,4,24,0,0,24,6.000,,1,6152.00,0,1,"3802 Wade Coble Drive,Burlington,NC,27215",36.0814,-79.524,,2026-04-01
345236,August Healthcare at Wilmington,820 Wellington Avenue,Wilmington,NC,28401,9103430425,640,New Hanover,Y,For profit - Corporation,120,87.4,,Medicare and Medicaid,N,WILMINGTON NC OPCO LLC,1983-10-04,AUGUST HEALTHCARE,833,5,3.0,3.2,1.8,2.6,N,,N,N,N,Resident,Yes,3,,3,,2,,1,,4,,2,,,,1.90352,0.77932,0.49965,1.27897,3.18249,2.80340,0.29608,0.02225,55.4,,35.7,,1,,1.28311,0.92198,2.15001,0.79319,0.62632,3.56952,3.16664,2.05018,0.83937,0.53814,3.42770,3.01940,2025-05-15,5,5,1,20,1,0,20,2024-05-02,15,12,5,104,1,0,104,41.000,,1,27378.00,0,1,"820 Wellington Avenue,Wilmington,NC,28401",34.1952,-77.932,,2026-04-01
345237,Barbour Court Nursing and Rehabilitation Center,515 Barbour Road,Smithfield,NC,27577,9199346017,500,Johnston,Y,For profit - Limited Liability company,165,133.7,,Medicare and Medicaid,N,"BIRCH LTC GROUP, LLC",1983-12-01,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,4,,4,,2,,2,,2,,3,,,,1.90404,0.92485,0.47787,1.40272,3.30676,3.00271,0.26956,0.02317,39.8,,43.8,,2,,1.23186,0.88516,2.06413,0.76151,0.60130,3.42694,3.04016,2.13607,1.03755,0.53610,3.70972,3.36862,2026-02-26,3,3,0,12,1,0,12,2024-11-15,7,5,4,36,1,0,36,18.000,,0,0.00,0,0,"515 Barbour Road,Smithfield,NC,27577",35.5405,-78.359,,2026-04-01
345238,White Oak Manor - Charlotte,4009 Craig Avenue,Charlotte,NC,28211,7043652620,590,Mecklenburg,Y,For profit - Limited Liability company,180,147.3,,Medicare and Medicaid,N,Legal Business Name Not Available,1983-11-15,WHITE OAK MANAGEMENT,564,14,3.1,2.9,3.6,3.6,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,3,,,,2.15702,0.90130,0.41126,1.31256,3.46958,3.02673,0.19007,0.03166,44.2,,26.7,,1,,1.23589,0.88805,2.07088,0.76400,0.60327,3.43815,3.05010,2.41198,1.00783,0.45987,3.87969,3.38450,2025-03-27,10,5,6,115,1,0,115,2023-12-08,6,6,5,36,1,0,36,95.250,,2,40250.00,0,2,"4009 Craig Avenue,Charlotte,NC,28211",35.1859,-80.783,,2026-04-01
345240,Warren Hills Nursing Center,864 US HWY 158 Business West,Warrenton,NC,27589,2522572011,920,Warren,N,For profit - Corporation,140,87.5,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1983-12-01,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,4,,4,,2,,4,,1,,3,,,,2.40262,0.94802,0.45889,1.40691,3.80953,3.45950,0.36868,0.01650,55.2,,,27,1,,1.29757,0.93237,2.17424,0.80213,0.63338,3.60974,3.20233,2.55891,1.00969,0.48874,4.05733,3.68453,2024-11-21,5,5,0,20,1,0,20,2023-09-14,5,5,1,28,1,0,28,22.000,,0,0.00,0,0,"864 US HWY 158 Business West,Warrenton,NC,27589",36.3972,-78.152,22,2026-04-01
345241,Eden Rehabilitation and Healthcare Center,226 N Oakland Avenue,Eden,NC,27288,3366231750,780,Rockingham,Y,For profit - Corporation,112,102.3,,Medicare and Medicaid,N,EDEN OPCO LLC,1984-01-04,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,4,,3,,,,2.07075,0.80612,0.50183,1.30795,3.37870,3.07362,0.30284,0.05336,44.7,,33.3,,0,,1.36163,0.97841,2.28159,0.84173,0.66465,3.78797,3.36043,2.10169,0.81816,0.50933,3.42918,3.11953,2024-11-15,6,5,2,20,1,0,20,2023-07-27,1,1,0,8,1,0,8,17.000,,0,0.00,0,0,"226 N Oakland Avenue,Eden,NC,27288",36.5074,-79.779,,2026-04-01
345243,Accordius Health at Charlotte,5939 Reddman Road,Charlotte,NC,28212,7047036060,590,Mecklenburg,Y,For profit - Corporation,116,94.0,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT CHARLOTTE LLC,1984-02-02,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Resident,Yes,3,,3,,2,,4,,1,,2,,,,1.84152,1.02691,0.44357,1.47048,3.31200,3.13308,0.18574,0.05453,51.2,,36.4,,2,,1.38413,0.99457,2.31929,0.85564,0.67563,3.85056,3.41597,1.83865,1.02531,0.44288,3.30683,3.12818,2025-04-24,8,7,1,36,1,0,36,2024-01-17,4,4,0,24,1,0,24,33.000,,2,7742.00,0,2,"5939 Reddman Road,Charlotte,NC,28212",35.2011,-80.751,,2026-04-01
345246,Hickory Falls Health and Rehabilitation,100 Sunset Street,Granite Falls,NC,28630,8283962387,130,Caldwell,Y,For profit - Limited Liability company,120,115.3,,Medicare and Medicaid,N,"GRANITE FALLS HEALTH AND REHABILITATION, LLC",1985-12-03,SANSTONE HEALTH & REHABILITATION,465,17,4.1,3.6,2.8,4.5,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,3,,3,,,,2.70184,0.51670,0.41596,0.93266,3.63450,3.06106,0.24025,0.09689,31.3,,35.7,,1,,1.36799,0.98297,2.29224,0.84566,0.66775,3.80565,3.37612,2.72946,0.52198,0.42021,3.67166,3.09235,2025-05-21,2,2,0,8,1,0,8,2024-01-18,1,0,1,20,0,0,20,11.000,,1,51188.00,0,1,"100 Sunset Street,Granite Falls,NC,28630",35.8011,-81.447,,2026-04-01
345247,Valley Nursing and Rehabilitation Center,581 NC Highway 16 South,Taylorsville,NC,28681,8286328146,010,Alexander,Y,For profit - Corporation,183,107.4,,Medicare and Medicaid,N,VALLEY NURSING HEALTHCARE LLC,1986-01-06,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Resident,Yes,1,,1,,2,,3,,1,,2,,,,2.69652,1.19065,0.63753,1.82818,4.52470,4.24380,0.48328,0.04530,66.5,,50.0,,2,,1.74754,1.25570,2.92823,1.08030,0.85302,4.86154,4.31284,2.13243,0.94158,0.50417,3.57817,3.35604,2026-01-08,5,4,4,20,1,0,20,2024-10-08,22,15,15,538,1,0,538,149.500,,3,88557.00,0,3,"581 NC Highway 16 South,Taylorsville,NC,28681",35.8724,-81.213,22,2026-04-01
