rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1374882,345314,FAIR HAVEN OF FOREST CITY,830 BETHANY CHURCH ROAD,FOREST CITY,NC,28043,RUTHERFORD,99934,R,2022-10-01,2023-09-30,4,,2720,23222,12533,38475,128,46720,,92,40,88,220,,29.57,580.55,149.11,,90,36,79,205,,2720,23222,4029,29971,100,36500,,92,40,69,201,,,,,,,,,,,,,,,,,,,5761897,4969675,5315929,1233639,725154,5761897,,2095010,,,1037388,,44738,,,3354345,,20000,57381,,371278,,,256103,,115584,115584,3726032,155356,561170,9711,,,260935,1003025,,9206,,,9206,1012231,2713801,2713801,3726032,9047200,14363129,,14363129,3052317,11310812,10731572,579240,1789726,2368966,2368966,1486678,,24562
1374883,345394,TRENT VILLAGE NURSING HOME  INC.,8990 HIGHWAY 17 SOUTH,POLLOCKSVILLE,NC,28573,JONES,35100,U,2022-10-01,2023-09-30,6,,2161,11660,7270,21091,100,36500,,85,31,37,153,,25.42,376.13,122.77,,89,34,41,164,,2161,11660,3613,17434,80,29200,,85,31,26,142,,,,,,,,,,,,,,,,,,,2461455,3112191,492388,484659,421935,2461455,,-17818,,,521134,80000,,70246,,446824,,,73587,343412,,,,174452,,,,621276,378643,121283,,,,-596,499330,,,,,,499330,121946,121946,621276,5443479,5935867,,5935867,436715,5499152,5573646,-74494,20843,-53651,-53651,1057369,,22198
1374884,345404,THREE RIVERS HEALTH & REHAB CENTER,1403 CONNOR AVENUE,WINDSOR,NC,27983,BERTIE,99934,R,2022-10-01,2023-09-30,4,,2884,11011,6854,20749,80,29200,,128,51,117,296,,22.53,215.9,59.75,,155,43,113,311,,2884,11011,3254,17149,60,21900,,128,51,108,287,,,,,,,,,,,,,,,,,,,2850502,3750606,1229350,879766,514813,2850502,638977,2782583,,,962918,13286,23607,40149,641,4434555,,,,193999,524142,,,1839322,,,,6273877,42073,248747,11833,,,361472,2039420,,110500,,1600747,1711247,3750667,2523210,2523210,6273877,6653799,7883148,,7883148,1203756,6679392,6601108,78284,167819,246103,246103,1620466,,13909
1374885,345475,TSALI CARE CENTER,55 ECHOTA CHURCH ROAD,CHEROKEE,NC,28719,SWAIN,99934,R,2022-10-01,2023-09-30,13,,1474,3235,,4709,72,26280,,22,20,38,80,,67,161.75,58.86,,50,14,11,75,,1474,3235,,4709,72,26280,,22,20,38,80,,,,,,,,,,,,,,,,,,,4875937,6450779,1911429,1203612,1798166,4875937,418802,10314,,,785441,287266,,,,2508489,,,1856936,,,,,1003641,,,,3512130,-47092,-244722,-148493,,,-5494190,-5934497,,,,,,-5934497,-1686242,-1686242,-7620739,8402073,9455304,,9455304,2867580,6587724,11326716,-4738992,2060311,-2678681,-2678681,787933,,19647
1374887,345516,CONOVER NURSING & REHAB CENTER,920 4TH STREET SW,CONOVER,NC,28613,CATAWBA,25860,U,2022-10-01,2023-09-30,4,,2344,16073,5120,23537,90,32850,,97,26,167,290,,24.16,618.19,81.16,,116,20,156,292,,2344,16073,5120,23537,90,32850,,97,26,167,290,,,,,,,,,,,,,,,,,,,5042776,3985166,2279130,1269029,617911,5042776,,824586,,,1207791,,,,,2690580,,,365463,155232,334273,,,356694,,-97726,-97726,2949548,853172,273079,56761,,,4710,1187722,36003,,,,36003,1223725,1725823,1725823,2949548,8986413,11265543,,11265543,2194821,9070722,9027942,42780,2224634,2267414,2267414,1327422,,18828
1374888,345518,QUAIL HAVEN HEALTHCARE CTR PINEHURST,155 BLAKE BLVD,PINEHURST,NC,28374-8450,MOORE,99934,R,2022-10-01,2023-09-30,4,,3950,6236,7475,17661,60,21900,,137,19,180,336,,28.83,328.21,52.56,,177,15,161,353,,3950,6236,7475,17661,60,21900,,137,19,180,336,,,,,,,,,,,,,,,,,,,3591363,3440807,1249377,1109675,565868,3591363,139268,1150156,,,634885,3740,15100,26229,,8786862,,,,180254,378055,,,1302648,,,,10089510,70843,346197,13775,,59758,436438,6425393,,,,1024402,1024402,7449795,2639715,2639715,10089510,6444972,8551681,,8551681,1238530,7313151,7032170,280981,10409,291390,291390,2227347,,22033
1374889,345525,THE GARDENS OF TAYLOR GLEN RETIREMEN,3700 TAYLOR GLEN LANE,CONCORD,NC,28027,CABARRUS,16740,U,2022-10-01,2023-09-30,1,,530,,4963,5493,24,8760,,16,,52,68,,33.13,,80.78,,19,,54,73,,530,,4963,5493,24,8760,,16,,52,68,,,,,,,,,,,,,,,,,,,4155933,8637399,1528549,1001127,642493,4155933,826657,36440,,,543774,,32310,,,612524,,,44900376,,1054985,477819,,19119430,,21735,21735,19753689,763845,79963,,,,150084,28602834,,,,13424901,13424901,42027735,-22274046,-22274046,19753689,1710376,11832848,,11832848,753941,11078907,12793332,-1714425,83475,-1630950,-1770271,320574,,
1374890,345565,TRINITY ELMS,7449 FAIR OAKS DRIVE,CLEMMONS,NC,27012,FORSYTH,49180,U,2022-10-01,2023-09-30,1,,2408,14261,13166,29835,100,36500,,85,33,146,264,,28.33,432.15,113.01,,108,19,148,275,,2408,14261,13166,29835,100,36500,,85,33,146,264,,,,,,,,,,,,,,,,,,,4985173,5003593,6444484,1736676,764242,4985173,946063,1205055,,,1740656,190542,33120,13323,,2573708,,,12531,,276209,1902244,,498506,2912288,,2912288,5984502,235938,446348,,,,-2094,680192,,,,,,680192,5304310,5304310,5984502,9500550,15982900,,15982900,5376322,10606578,9988766,617812,217064,834876,834876,1340014,,3345
1374974,345535,ADAMS FARM LIVING & REABILITATION,5100 MACKAY ROAD,JAMESTOWN,NC,27282,GUILFORD,24660,U,2022-10-01,2023-09-30,4,,3441,17090,16785,37316,120,43800,,105,44,291,440,,32.77,388.41,84.81,,127,27,284,438,,3441,17090,16785,37316,120,43800,,105,44,291,440,,,,,,,,,,,,,,,,,,,4214328,8737182,2916711,1874755,921000,4214328,2317457,1258338,,,1299022,,,294665,,2852025,,,,480510,,681854,,482575,,24373,24373,3358973,465439,271309,85643,,15232,345665,1183288,,,,,,1183288,2175685,2175685,3358973,12981998,15955978,,15955978,2620894,13335084,12951510,383574,343836,727410,727410,1980675,,21695
1374975,345554,TRINITY GROVE,631 JUNCTION CREEK DRIVE,WILMINGTON,NC,28412,NEW HANOVER,48900,U,2022-10-01,2023-09-30,1,,7429,9665,17308,34402,100,36500,,189,13,170,372,,39.31,743.46,92.48,,252,4,127,383,,7429,9665,17308,34402,100,36500,,189,13,170,372,,,,,,,,,,,,,,,,,,,6122528,6446606,9903121,2643958,877832,6122528,1300172,2398476,,,1917229,258098,67183,13253,13400,3320268,,,7295,,156452,1623285,,210859,1650022,,1650022,5181149,152791,385827,-1686,,,5800,542732,,43792,,,43792,586524,4594625,4594625,5181149,10189127,20176401,,20176401,7293976,12882425,12569134,313291,248616,561907,561907,4066257,,21025
1374976,345556,DEERFIELD EPISCOPAL RETIREMENT,1617 HENDERSONVILLE ROAD,ASHEVILLE,NC,28803,BUNCOMBE,11700,U,2022-10-01,2023-09-30,2,,616,,39333,39949,124,45260,,14,,80,94,,44,,329.07,,35,,64,99,,616,,18799,19415,62,22630,,14,,45,59,,,,,,,,,,,,,,,,,,,14234117,27175844,381619,317989,2727053,14234117,135768,28704873,,,1179248,,175485,294850,548855,30903311,13966230,,149378080,44280890,,11242618,,130109081,81374894,9523307,90898201,251910593,4328788,1666061,104522,,,889486,6988857,,38905000,,115109884,154014884,161003741,90906852,90906852,251910593,14525481,38352324,,38352324,91107,38261217,41409961,-3148744,14167561,11018817,11018817,311404,,
1374977,345571,CAROLINA BAY HC CTR OF WILMINGTON,630 CAROLINA BAY DRIVE,WILMINGTON,NC,28403,NEW HANOVER,48900,U,2022-10-01,2023-09-30,4,,6857,,28433,35290,108,39420,,250,,522,772,,27.43,,15.01,,304,,127,431,,6857,,3602,10459,30,10950,,250,,447,697,,,,,,,,,,,,,,,,,,,4560686,8939797,2038450,2160165,582798,4560686,101781,-2172090,,,601012,16026,15743,357468,,3078002,,,,14488,261963,,,11157005,,,,14235007,12837,,,,85934,758665,9114361,,,,11059379,11059379,20173740,-5938733,-5938733,14235007,11907456,13945906,,13945906,2069527,11876379,13500483,-1624104,46172,-1577932,-1577932,3828879,,7843
1374978,345577,SWIFT CREEK HEALTH CARE,221 BRIGHTMORE DRIVE,CARY,NC,27511,WAKE,39580,U,2022-10-01,2023-09-30,4,,5537,,3460,8997,28,10220,,219,,139,358,,25.28,,25.13,,248,,150,398,,5537,,3460,8997,28,10220,,219,,139,358,,,,,,,,,,,,,,,,,,,12924927,23673844,1681767,2207179,1658304,12924927,380185,-2984651,,,929260,77488,26796,992937,,14363976,,4723,,26353,371232,,,27154532,,418830,418830,41937338,97782,462732,25283,,983817,4557075,22357515,,,,30718118,30718118,53075633,-11138295,-11138295,41937338,6150147,23874429,,23874429,1681689,22192740,36598771,-14406031,10351668,-4054363,-4054363,3255211,,1651
1374979,345578,BRIAR CREEK HEALTH CENTER,6041 PIEDMONT ROW DRIVE,CHARLOTTE,NC,28210,MECKLENBURG,16740,U,2022-10-01,2023-09-30,4,,4603,,2049,6652,22,8030,,197,,259,456,,23.37,,14.59,,214,,246,460,,4603,,2049,6652,22,8030,,197,,259,456,,,,,,,,,,,,,,,,,,,8440850,20265788,1815127,1799108,1089138,8440850,236960,1756435,,,892239,44814,,390644,,6925509,,9954,,104051,355151,,,74919848,,1058239,1058239,82903596,165683,,,,237703,8914734,32176213,,,,79420479,79420479,111596692,-28693096,-28693096,82903596,5686532,21280810,,21280810,1640360,19640450,28706638,-9066188,749435,-8316753,-8316753,2834655,,
1375277,345111,PENICK VILLAGE,EAST RHODE ISLAND AVE. EXT,SOUTHERN PINES,NC,28387,MOORE,99934,R,2022-10-01,2023-09-30,1,,870,1278,21040,23188,92,33580,,25,1,77,103,,34.8,1278,141.63,,40,1,37,78,,870,1278,9466,11614,50,18250,,25,1,56,82,,,,,,,,,,,,,,,,,,,8358898,11532742,531064,466400,1352409,8358898,1045476,6836984,,,921047,102788,39488,399695,,8094511,588542,123286,64155920,,,1638908,,46803058,10740304,1358313,13578998,68476567,1760420,733553,32478,465000,819179,235776,4046406,,,,55232877,55232877,59279283,9197284,9197284,68476567,10473631,11004695,,11004695,919071,10085624,19891640,-9806016,10400011,593995,593995,482815,,
1375279,345496,LIBERTY COMMONS - ALAMANCE COUNTY,791 BOONE STATION ROAD,BURLINGTON,NC,27215,ALAMANCE,15500,U,2022-10-01,2023-09-30,4,,1433,14753,9813,25999,170,62050,,68,24,201,293,,21.07,614.71,88.73,,77,21,217,315,,1433,14753,9813,25999,122,44530,,68,24,201,293,,,,,,,,,,,,,,,,,,,3185663,5949822,1422880,1183800,593506,3185663,1558711,-262624,,,809776,36928,18114,78273,219,1407124,,,,380953,635033,,,390994,,,,1798118,48558,366636,15630,,,342837,2312476,,513554,,,513554,2826030,-1027912,-1027912,1798118,8686468,10109348,,10109348,1383010,8726338,9135485,-409147,417861,8714,8714,825966,,7795
1375462,345537,PEAK RESOURCES - WILMINGTON  INC.,2305 SILVER STREAM LANE,WILMINGTON,NC,28401,NEW HANOVER,48900,U,2022-10-01,2023-09-30,4,,2325,26007,6275,34607,110,40150,,89,101,195,385,,26.12,257.5,89.89,,147,82,132,361,,2325,26007,6275,34607,110,40150,,89,101,195,385,,,,,,,,,,,,,,,,,,,4270322,6225943,1557129,1088883,658706,4270322,,1783262,,,522064,,,244996,,2550322,,9238,,360160,,91802,,376158,,12697805,12697805,15624285,288503,294864,12791,,,652716,1261761,,,,12180627,12180627,13442388,2181897,2181897,15624285,8413412,9970542,,9970542,-2114786,12085328,10496265,1589063,150671,1739734,1739734,1398026,,25263
1375979,345481,LIBERTY COMMONS OF PELT WOODLANDS,400 PELT DRIVE,FAYETTEVILLE,NC,28301,CUMBERLAND,22180,U,2022-10-01,2023-09-30,4,,1621,15767,16036,33424,100,36500,,52,49,244,345,,31.17,321.78,85.01,,,35,295,330,,1621,15767,10070,27458,80,29200,,52,49,222,323,,,,,,,,,,,,,,,,,,,3590120,7100551,1404110,1434132,497000,3590120,1904484,404918,,,1179409,42577,50162,21187,63,3122521,,10233,,417112,437249,,,7028405,,,,10150926,-3046,217617,44247,,,630641,2957033,,853050,,6248412,7101462,10058495,92431,92431,10150926,10134251,11538361,,11538361,1271283,10267078,10690671,-423593,259108,-164485,-164485,854388,,58063
1376081,345235,TWIN LAKES COMMUNITY,3801 WADE COBLE DRIVE,BURLINGTON,NC,27215,ALAMANCE,15500,U,2022-10-01,2023-09-30,1,,1365,10626,22984,34975,104,37960,,42,11,81,134,,32.5,966,261.01,,59,10,64,133,,1365,10626,22984,34975,104,37960,,42,11,81,134,,,,,,,,,,,,,,,,,,,16761281,25554494,1518143,1693206,2539023,16761281,1025603,9163494,29441756,,1642351,142900,369027,41719,,46135641,8661846,23624121,176832319,,,18400113,,158729938,3235176,1565250,4800426,209666005,4808281,-1823155,,1435000,64418522,,68839806,74877598,,,,74877598,143717404,65948601,65948601,209666005,12140831,39273609,,39273609,1400056,37873553,42315775,-4442222,10951926,6509704,6509704,735428,,
1376358,345316,SENIOR CITIZENS HOME  INC.,2275 RUIN CREEK RD,HENDERSON,NC,27536,VANCE,99934,R,2022-10-01,2023-07-05,4,,995,7017,8673,16685,114,31692,,23,15,37,75,,43.26,467.8,177.11,,24,11,27,62,,995,7017,3146,11158,60,16680,,23,15,25,63,,,,,,,,,,,,,,,,,,,1230102,8553986,911557,650523,144872,1230102,1677987,456713,,,95100,,,29639,,581452,11258,,330637,,,81220,,126983,,1300000,1300000,2008435,328559,,,,,,328559,,,,,100,328659,1679776,1679776,2008435,3838387,4872649,,4872649,473873,4398776,9784088,-5385312,4995854,-389458,-389458,336062,,2529
1376417,345277,ASHEBORO REHABILITATION AND HEALTHCA,400 VISION DRIVE,ASHEBORO,NC,27203,RANDOLPH,24660,U,2023-08-01,2023-09-30,4,,208,4434,932,5574,100,6100,,16,23,13,52,,13,192.78,107.19,,33,44,17,94,,208,4434,932,5574,100,6100,,16,23,13,52,,,,,,,,,,,,,,,,,,,527450,1159652,145951,138043,87112,527450,186842,179676,,,1208922,38480,,45835,10320,991361,,,,3859,,78014,,77544,,,,1068905,227876,232631,15129,,,315648,834944,,-2930,,,-2930,832014,236891,236891,1068905,1803708,1949659,,1949659,25666,1923993,1687102,236891,,236891,236891,116706,,14192
1376514,345150,KENANSVILLE REHABILITATION AND HEALT,204 BEASLEY STREET,KENANSVILLE,NC,28349,DUPLIN,99934,R,2023-03-01,2023-09-30,4,,941,11638,1087,13666,92,19688,,56,88,9,153,,16.8,132.25,89.32,,88,90,9,187,,941,11638,1087,13666,92,19688,,56,88,9,153,,,,,,,,,,,,,,,,,,,1280675,3212375,371643,429417,201378,1280675,685020,448420,,,1441811,77679,,33602,18186,1122687,,,,6900,3250,50587,,112259,,,,1234946,288366,98458,7756,,,456243,903791,,50965,,,50965,954756,280190,280190,1234946,4542877,4914520,,4914520,141246,4773274,4493050,280224,-34,280190,280190,1,,95218
1376515,345546,CYPRESS OF RALEIGH DBA ROSEWOOD HC,8801 CYPRESS LAKES DRIVE,RALEIGH,NC,27615-2118,WAKE,39580,U,2023-01-01,2023-12-31,2,,597,,17263,17860,61,22265,,16,,56,72,,37.31,,249.01,,23,,50,73,,597,,16087,16684,57,20805,,16,,51,67,4,1460,,,1176,1176,,,5,5,,,235.2,,,7,7,,13019762,14972197,1111579,866637,2758752,13019762,699582,3789972,,,886595,,117357,159117,,19384941,,,101279,,,1928132,,1443932,,9911831,9911831,30740704,633928,1104886,,,,17606,1756420,,,,4403856,4403856,6160276,24580428,24580428,30740704,11214110,32224727,,32224727,4245331,27979396,27991959,-12563,5877963,5865400,5865400,377571,,
1377117,345437,ECKERD LIVING CENTER,250 HOSPITAL DRIVE,HIGHLANDS,NC,28741,MACON,99934,R,2022-12-01,2023-11-30,4,,1795,10723,5421,17939,80,29200,,52,28,45,125,,34.52,382.96,143.51,,61,10,48,119,,1795,10723,5421,17939,80,29200,,52,28,45,125,,,,,,,,,,,,,,,,,,,3471649,4230670,605296,475115,,3471649,416741,630,,,502858,129784,57396,,,423247,,,1174429,275103,335569,385277,104824,1555313,,,,1978560,140922,279434,87961,,,,508317,,,6322215,1429,6323644,6831961,-4853401,-4853401,1978560,5290002,5895298,,5895298,110749,5784549,7702014,-1917465,3470,-1913995,-1913995,914628,,19164
1377451,345483,SHAIRE NURSING CENTER,1450 SHAIRE CENTER DRIVE,LENOIR,NC,28645,CALDWELL,25860,U,2023-01-01,2023-12-31,4,,3119,7084,7215,17418,80,29200,,104,21,169,294,,29.99,337.33,59.24,,266,4,17,287,,3119,7084,7215,17418,80,29200,,104,21,169,294,,,,,,,,,,,,,,,,,,,3853326,2694769,2400860,1214586,555237,3853326,,1509939,,,1048137,,,,,3945501,,,434993,,,1481311,,985996,931821,,931821,5863318,-297,126266,55960,,,,181929,,360903,,,360903,542832,5320486,5320486,5863318,5602500,8003360,,8003360,1524741,6478619,6548095,-69476,877684,808208,808208,1623777,,7197
1377452,345573,ARBOR ACRES UNITED METHODIST RETIREM,1240 ARBOR ROAD,WINSTON SALEM,NC,27104,FORSYTH,49180,U,2023-01-01,2023-12-31,1,,550,,61311,61861,189,68985,,18,,177,195,,30.56,,198.44,,49,,103,152,,550,,27430,27980,83,30295,,18,,123,141,,,,,,,,,,,,,,,,,,,17024839,26853727,2653758,1206390,3939043,17024839,194238,11124756,52698463,,322423,100000,,460748,,64973306,2166825,14610030,192037509,,12664096,,,129250290,5505542,,5505542,199729138,1593560,1506960,,2519275,60680535,,66335330,61974472,,,15269623,77244095,143579425,56149713,56149713,199729138,20342235,45501114,,45501114,3691131,41809983,43878566,-2068583,7207325,5138742,5138742,305326,,
1377521,345184,CITADEL AT ELIZABETH CITY LLC,901 S. HALSTEAD BOULEVARD,ELIZABETH CITY,NC,27909,PASQUOTANK,99934,R,2023-01-01,2023-03-19,5,,500,3678,928,5106,108,8424,,16,12,22,50,,31.25,306.5,102.12,,22,10,26,58,,500,3678,928,5106,108,8424,,16,12,22,50,,,,,,,,,,,,,,,,,,,300683,1320708,83918,139053,54020,300683,,-188659,,,857289,,,589295,,1433485,,,,1449000,116583,54046,,1323093,,350452,361517,3118095,919059,50021,2059,,,44419,1044555,,,,15539,15539,1060094,2058001,2058001,3118095,1243324,1325239,,1325239,56640,1268599,1621391,-352792,-4163,-356955,-356955,271863,,10417
1377625,345337,PEAK RESOURCES - ALAMANCE,215 COLLEGE STREET,GRAHAM,NC,27253,ALAMANCE,15500,U,2022-10-01,2023-09-30,4,,4025,26772,16358,47155,142,51830,,143,107,574,824,,28.15,250.21,57.23,,185,96,495,776,,4025,26772,16358,47155,142,51830,,143,107,574,824,,,,,,,,,,,,,,,,,,,4486856,10479175,4432555,2366295,907890,4486856,,2849119,,,1735203,,,210367,,4794689,,,,88577,,62709,,65447,,19796926,19796926,24657062,655355,342788,14981,,,997796,2039291,,,,19010354,19010354,21049645,3607417,3607417,24657062,14277834,18710388,,18710388,1442227,17268161,14966031,2302130,514805,2816935,2816935,2441572,,50676
1377627,345439,PEAK RESOURCES - BROOKSHIRE  INC.,300 MEADOWLAND DR,HILLSBOROUGH,NC,27278,ORANGE,20500,U,2022-10-01,2023-09-30,4,,2538,13506,16647,32691,100,36500,,79,104,308,491,,32.13,129.87,59.53,,126,86,230,442,,2538,13506,11220,27264,80,29200,,79,104,275,458,,,,,,,,,,,,,,,,,,,4007517,7156200,1866807,1229556,630537,4007517,,1493044,,,658457,,,116548,,2268049,,,,664248,,32743,,625134,,19033386,19033386,21926569,275207,302988,12864,,,966928,1531139,,,,18272157,18272157,19803296,2123273,2123273,21926569,9689676,11947537,,11947537,511955,11435582,11163717,271865,124286,396151,396151,1659682,,44483
1377735,345559,HOMESTEAD HILL RETIREMENT L P,2101 HOMESTEAD HILLS DRIVE,WINSTON-SALEM,NC,27103,FORSYTH,49180,U,2023-01-01,2023-12-31,4,,805,,9159,9964,40,14600,,33,,125,158,,24.39,,63.06,,41,,118,159,,805,,9159,9964,40,14600,,33,,125,158,,,,,,,,,,,,,,,,,,,5760794,15519999,1640793,894909,538014,5760794,1097273,10485,,,376644,53355,42278,34767,23258,434077,,46190,9081507,,,314125,,5613320,,40166481,40166481,46213878,420773,949288,,,,25564,1395625,,,,75111771,75111771,76507396,-30293518,-30293518,46213878,4777458,6418251,,6418251,1640793,4777458,21280793,-16503335,15538486,-964849,-974975,510665,,
1378232,345246,HICKORY FALLS HEALTH AND REHAB,100 SUNSET ST,GRANITE FALLS,NC,28630,CALDWELL,25860,U,2023-01-01,2023-12-31,4,,6503,22117,11863,40483,120,43800,,144,68,233,445,,45.16,325.25,90.97,,195,44,477,716,,6503,22117,11863,40483,120,43800,,144,68,233,445,,,,,,,,,,,,,,,,,,,5126569,9509918,5570761,3040651,1258913,5126569,1412242,1094770,,,1348184,58620,,15975,,2552085,,229465,22630913,1394409,,971476,,22490996,,,,25043081,431093,386560,61166,,,21761217,22638433,,,,,,22638433,2404648,2404648,25043081,11359615,16990513,,16990513,766704,16223809,14636487,1587322,152214,1739536,1739536,4278345,,197220
1378235,345380,VILLAGE GREEN HEALTH AND REHAB,1601 PURDUE DRIVE,FAYETTEVILLE,NC,28304,CUMBERLAND,22180,U,2023-01-01,2023-12-31,4,,8136,15487,8903,32526,170,62050,,251,67,120,438,,32.41,231.15,74.26,,195,49,204,448,,8136,15487,8903,32526,170,62050,,251,67,120,438,,,,,,,,,,,,,,,,,,,4742778,9136943,5646491,3098827,868633,4742778,1627515,1179553,,,1257282,239551,,3488,,2336012,,40317,19069221,2300220,,1940177,,20452670,,,,22788682,402056,191484,53937,,,19006548,19664906,,,,,,19664906,3123776,3123776,22788682,11317260,16979609,,16979609,1650339,15329270,13879721,1449549,2408,1451957,1451957,5258202,,124614
1378238,345471,MECKLENBERG HEALTH AND REHABILITATIO,2415 SANDY PORTER ROAD,CHARLOTTE,NC,28273,MECKLENBURG,16740,U,2023-01-01,2023-12-31,4,,2599,20427,5639,28665,100,36500,,59,67,147,273,,44.05,304.88,105,,89,59,149,297,,2599,20427,5639,28665,100,36500,,59,67,147,273,,,,,,,,,,,,,,,,,,,4392382,6845022,2504559,1227966,649158,4392382,607236,697271,,,992778,123399,,6441,,1636910,,5692,25363796,994454,,1504761,,25991459,,841851,841851,28470220,251040,209582,41097,,,25144783,28408651,,,,,,28408651,61569,61569,28470220,7651446,10188872,,10188872,-1202968,11391840,11237404,154436,177235,331671,331671,1806884,,146899
1378241,345547,CAMDEN HEALTH & REHAB,1 MARITHE COURT,GREENSBORO,NC,24660,GUILFORD,24660,U,2023-01-01,2023-12-31,4,,5908,27518,10294,43720,135,49275,,112,79,230,421,,52.75,348.33,103.85,,148,75,250,473,,5908,27518,10294,43720,135,49275,,112,79,230,421,,,,,,,,,,,,,,,,,,,6673318,9005416,4905481,2609392,971441,6673318,1265147,1512936,,,895638,181541,,16650,,2396551,,,19350070,164509,,1619587,,19544730,,,,21941281,398802,253470,75690,,,19358494,20084545,,,,,,20084545,1856736,1856736,21941281,13875933,18899437,,18899437,1529390,17370047,15678734,1691313,167134,1858447,1858447,4168966,,146841
